amount_tweeted,created_at,language,location,primary_geo,screen_name,text_tweet,timestamp,ts,user_id,borough
2.0,Mon Apr 16 20:07:24 +0000 2018,tr,,"Poplar, London, United Kingdom",selinkanli,@cuneytozdemir @cuneytozdemir rosso istanbul var yeni sayilamaz ama yoklukta gider,1523909244314,,260865278.0,Tower Hamlets
1.0,Mon Apr 16 20:07:25 +0000 2018,en,,"Stratford, London, United Kingdom",kitters1980,Any one lend me a knife to stab this cunt behind me coyi,1523909245144,,228021351.0,Newham
3.0,Mon Apr 16 20:07:34 +0000 2018,en,London,"Bromley, London, United Kingdom",axyl2010,@cameronesposito I just don't use @Starbucks ever.,1523909254227,,252655141.0,Bromley
1.0,Mon Apr 16 20:07:41 +0000 2018,en,"Kennington, England","51.50711486, -0.12731805",Dmjenko,"Three South London views all seen on one evening walk. @ London, United Kingdom https://t.co/HeooDNLejZ",1523909261353,,351764548.0,Westminster
1.0,Mon Apr 16 20:07:41 +0000 2018,en,"Kensington, London","The Dorchester, United Kingdom",franywoo,Am worried that we are less than half that map . Is grey winning ? ? @Conservatives @commonwealthsec https://t.co/P42R8LJNX5,1523909261000,,937729638.0,Westminster
9.0,Mon Apr 16 20:07:41 +0000 2018,en,"London, England","Wandsworth, London, United Kingdom",RobinsoMartina,@becsterdotcom Did you get this?,1523909261820,,9.464016490772439e+17,Wandsworth
1.0,Mon Apr 16 20:07:42 +0000 2018,en,"Sutton, London","Sutton, London, United Kingdom",katietargett,The queen and David Attenborough together on my tv brilliant I wanna to cuddle them both,1523909262309,,52453311.0,Sutton
1.0,Mon Apr 16 20:07:51 +0000 2018,und,London ,"Camberwell, London, United Kingdom",SophieBall,@Sarah_Beynon  https://t.co/28AIw2hf04,1523909271486,,22905998.0,Southwark
1.0,Mon Apr 16 20:08:01 +0000 2018,en,London,"51.4986, -0.0757",MichaelSnasdell,"The way home. How many things can you get in one picture. The Shard, clouds, traffic lights, https://t.co/wnhSwl0mK0",1523909281386,,24283002.0,Southwark
1.0,Mon Apr 16 20:08:02 +0000 2018,en,"London, England","East Ham, London, United Kingdom",KirstieBayb_,@AmazingPhil Have you noticed that everyone looks like deer in the headlights in passport photos?,1523909282017,,8.162808788254761e+17,Newham
1.0,Mon Apr 16 20:08:05 +0000 2018,en,"London, UK","Islington, London, United Kingdom",DBoyCupcakes,My first event! ?? #cupcakesandcocktails #cupcakes #cake #cocktails #dimpleboycupcakes #London https://t.co/TMHJqnsB5W,1523909285587,,4876463027.0,Islington
2.0,Mon Apr 16 20:08:07 +0000 2018,und,"Bromley, London","Bromley, London, United Kingdom",TerryPage1965,@welshcav @cerig34 ??,1523909287681,,8.018549182357176e+17,Bromley
1.0,Mon Apr 16 20:08:10 +0000 2018,en,London,"51.554243, -0.0885537",rottenrage," Paper Boat Adventures  inspired by an illustration by Ine Spee. 

.
.
For bookings please https://t.co/ciKJ57Ouky",1523909290308,,105134137.0,Islington
1.0,Mon Apr 16 20:08:12 +0000 2018,en,"London, England","Croydon, London, United Kingdom",NickJewell,Woohoo! Snagged myself a playoff jersey in the EIHL auction! #sexyflameshockey #lidhammar #stealthmilos https://t.co/YPBWmGwoBg,1523909292496,,14574047.0,Croydon
1.0,Mon Apr 16 20:08:12 +0000 2018,en,Central / Eastern,"Walthamstow, London, United Kingdom",AdmiralLivAWOL,@LivBent @Team_Jadan @vive_velo @Weldtite @pulserolluk Pleasure to help @LivCyclingUK,1523909292798,,7.669796531352453e+17,Waltham Forest
1.0,Mon Apr 16 20:08:13 +0000 2018,en,"Sutton, London","Sutton, London, United Kingdom",WKPBUILDING,@shareourshop @educationgovuk @SuttonCouncil @scullyp @PaulBurstow @EBrothersLabour @suttonguardian @thomasbrake Th https://t.co/Xyx9gdROip,1523909293950,,7.444808952608891e+17,Sutton
1.0,Mon Apr 16 20:08:14 +0000 2018,en,"Putney, London","Richmond, London, United Kingdom",janedonachy,@ezziboy must be ! https://t.co/VFUcqoU2rq,1523909294007,,451321519.0,Richmond upon Thames
2.0,Mon Apr 16 20:08:20 +0000 2018,en,"London, England","Islington, London, United Kingdom",LeeButterley,The Queen and Sir David Attenborough doddering about Buckingham Palace gardens on ITV now might be the funniest thing on telly this week.,1523909300354,,515794914.0,Islington
1.0,Mon Apr 16 20:08:23 +0000 2018,en,"Greenwich, London","Greenwich, London, United Kingdom",bigphillyk,@otheralexreid Good work Reidy ??,1523909303118,,302808319.0,Greenwich
1.0,Mon Apr 16 20:08:24 +0000 2018,en,every where u can imagine,"51.50711486, -0.12731805",shabbadan,This ones for @storminmc RIP ??June 1st London club fire get those tickets all money made going https://t.co/Z4qa7k1y8k,1523909304595,,145636412.0,Westminster
1.0,Mon Apr 16 20:08:34 +0000 2018,und,"London, England","Paddington, London, United Kingdom",kristennbeyer,@Things4WhitePpl @itskellyj_,1523909314850,,200961392.0,Westminster
1.0,Mon Apr 16 20:08:34 +0000 2018,en,London,"51.58277466, -0.33841801",helical,kin a https://t.co/Qgds596LVy,1523909314865,,639703.0,Harrow
2.0,Mon Apr 16 20:08:38 +0000 2018,en,London,"Camberwell, London, United Kingdom",jonathanfryer,"The #Windrush generation sins of the worst UK Home Secretary in recent times, @theresa_may, are coming to haunt the https://t.co/1vHmvxQmHl",1523909318897,,19063664.0,Southwark
1.0,Mon Apr 16 20:08:39 +0000 2018,und,Cambridge / London,"Islington, London, United Kingdom",JoshNelson97,@DanielHarris @DennyHotene17,1523909319220,,556175484.0,Islington
1.0,Mon Apr 16 20:08:49 +0000 2018,en,London,"Paddington, London, United Kingdom",profchrisham,Great to hear of the trusts achievements incl on staff engagement https://t.co/Tb0sxpea3c,1523909329857,,320697873.0,Westminster
1.0,Mon Apr 16 20:08:50 +0000 2018,en,,"City of London, London, United Kingdom",Observer410,@polscim Another one today. NCSC warning telecoms about ZTE.,1523909330508,,933176143.0,City of London
1.0,Mon Apr 16 20:08:51 +0000 2018,en,From Graná to Everywhere,"51.50861944, -0.12815068",antgalchav,"One of those lovely #icons in #London 
The Red Box Telephone 
#RedBox #Telephone 
The https://t.co/CmtdoIPtPv",1523909331833,,7.020804847009874e+17,Westminster
37.0,Mon Apr 16 20:08:53 +0000 2018,und,"England, United Kingdom","Enfield, London, United Kingdom",TAnthonyx,"@CJohnso98052964
@yusuf_bektas91
@El_DiabloCabron
@MilePics @ailtomatic
@froggi113
@Markdav75668043
@TopEscortnet https://t.co/pxQrka8l3Z",1523909333168,,464756627.0,Enfield
1.0,Mon Apr 16 20:08:55 +0000 2018,fr,United Kingdom,"Islington, London, United Kingdom",urmytrade,@RE_DailyMail Excellent,1523909335628,,8.11642277768663e+17,Islington
1.0,Mon Apr 16 20:08:56 +0000 2018,en,london/Essex,"Romford, London, United Kingdom",briwall89,@longsuffham @prodnose Small Faces ?,1523909336099,,214042658.0,Havering
3.0,Mon Apr 16 20:09:09 +0000 2018,en,London,"Richmond, London, United Kingdom",Jim_Holder,@JethroBovingdon @BrightonMarathn At that speed your missus was long up the road by the time I plodded on the scene https://t.co/EaMC8O371r,1523909349715,,168464403.0,Richmond upon Thames
1.0,Mon Apr 16 20:09:18 +0000 2018,en,,"Eltham, London, United Kingdom",StrMinds,A brilliant end to our School Engagement Programme @TCSDulwich. Some great progress made. I look forward to watchin https://t.co/pqDCWPTMWD,1523909358414,,7.979507987182592e+17,Greenwich
1.0,Mon Apr 16 20:09:18 +0000 2018,en,"London, England","Camberwell, London, United Kingdom",hollyferg,Name a more iconic duo... Ill wait. https://t.co/29XxgwQOOa,1523909358477,,46082824.0,Southwark
1.0,Mon Apr 16 20:09:21 +0000 2018,und,North West London,"Barnet, London, United Kingdom",MichaelTreacy10,@WhatAPeachx ?,1523909361239,,301148826.0,Barnet
1.0,Mon Apr 16 20:09:28 +0000 2018,und,"London, England","Tottenham, London, United Kingdom",TanTan_Ching,@Mama__Africa ??????,1523909368835,,242807532.0,Haringey
1.0,Mon Apr 16 20:09:30 +0000 2018,en,"Brent, London","51.5495045, -0.3033274",runwithandy,?A great day for a #10k run! Training for the mkmarathon continues!???????? #runwithandy #spring https://t.co/Jefxn8t4NA,1523909370665,,8.473718065078026e+17,Brent
1.0,Mon Apr 16 20:09:40 +0000 2018,en,London,"Richmond, London, United Kingdom",IanSharp,Could this be the game changer filmmakers need? Worth s shot! ? https://t.co/bGNLR3HtYR,1523909380554,,236778651.0,Richmond upon Thames
1.0,Mon Apr 16 20:09:41 +0000 2018,en,,"51.51429453, -0.14194518",GmanHacking,"Really enjoyed danwoodger 's talk at Apple today, I'm totally on board with his free poster/CV https://t.co/NUSupBtw0T",1523909381690,,1596116222.0,Westminster
2.0,Mon Apr 16 20:09:48 +0000 2018,en,London,"Harrow, London, United Kingdom",MilknewsLDN,18 followers away from our April goal ??,1523909388403,,3418425047.0,Harrow
2.0,Mon Apr 16 20:09:49 +0000 2018,und,Tufnell Park,"Islington, London, United Kingdom",notthatone,@chrisbrighty @diabetes_geek ??,1523909389291,,20633478.0,Islington
6.0,Mon Apr 16 20:09:54 +0000 2018,en,"London, England","Enfield, London, United Kingdom",my_vegankitchen,So excited to get my hands on this brand new #vegan Almond Butter + Dark Chocolate Cookie @Pret tomorrow as part of https://t.co/oBd4uCGVlM,1523909394309,,3357262179.0,Enfield
1.0,Mon Apr 16 20:10:00 +0000 2018,es,"London, England","Islington, London, Reino Unido",DannyRodRod,"Me acabo de llegar con un chorro de lefa al hombro, cosa que es bastante sorprendente en mí ya que soy de poca potencia.",1523909400987,,235364738.0,Islington
1.0,Mon Apr 16 20:10:01 +0000 2018,en,"Ilford, London","Ilford, London, United Kingdom",LaibaNMemon,The kiss at the end am dead ??? https://t.co/9wr1NRFoxH,1523909401125,,9.757840012764488e+17,Redbridge
1.0,Mon Apr 16 20:10:02 +0000 2018,en,London,"51.5009857, -0.113444",sanchita_m,"The view from below!
One of my favourite London domes belongs to a musuem - can anyone recognize https://t.co/EleImdcTdL",1523909402926,,35726657.0,Lambeth
1.0,Mon Apr 16 20:10:08 +0000 2018,en,London,"51.50100666, -0.17739095",johnnykalsi,The Dhol Foundation Opening Performance for the Queens 92nd Birthday Live from the Royal Albert https://t.co/ODpTzPBG8H,1523909408115,,54877717.0,Westminster
1.0,Mon Apr 16 20:10:09 +0000 2018,en,UK - South East London,"51.51519413, -0.14170217",PaperMakerAstar,"Stop chasing whats now and create whats next..?? #NewMusicDroppinThisWeek
. 
.
.
.
#Eggplant https://t.co/R8pw18z5Oy",1523909409500,,131276252.0,Westminster
1.0,Mon Apr 16 20:10:11 +0000 2018,en,"London, England","Lambeth, London, United Kingdom",WayneDavid81,"So excited about our new night at @eaglelondon launching on Friday! 

FREE ENTRY before 10pm ??
FREE BBQ! ?
HAPPY H https://t.co/cEEuOA5IHV",1523909411045,,376832391.0,Lambeth
3.0,Mon Apr 16 20:10:15 +0000 2018,en,izzy,"Hammersmith, London, United Kingdom",HideousWorking,Ur not a hug https://t.co/nhsDRGlKQW,1523909415347,,2865771994.0,Hammersmith and Fulham
3.0,Mon Apr 16 20:10:20 +0000 2018,en,"Now: London. Next: BC, Canada ","Poplar, London, United Kingdom",RoamingRequired,@martinxo @wanderer1982 It was a very moving experience and something I'll never forget.,1523909420835,,1076585922.0,Tower Hamlets
1.0,Mon Apr 16 20:10:30 +0000 2018,en,London,"Brent, London, United Kingdom",BartPettman,"@BBC6Music Delivered by the space shuttle Atlantis, the Destiny space laboratory is clearly mentioned in the song  https://t.co/hAghunmgYM",1523909430274,,493019114.0,Brent
1.0,Mon Apr 16 20:10:33 +0000 2018,en,"London, England","Hillingdon, London, United Kingdom",imogennuttx,What would I do without Laura ?,1523909433411,,4747518231.0,Hillingdon
1.0,Mon Apr 16 20:10:33 +0000 2018,en,"London, England","51.50711486, -0.12731805",kiblaahmedart,Day 16 - Doctor Strange #support #thankyou #artwork #kiblaahmedart #avengersinfinitywar https://t.co/tadNg4cnVD,1523909433668,,3568745897.0,Westminster
1.0,Mon Apr 16 20:10:37 +0000 2018,en,District 18,"Walthamstow, London, United Kingdom",Shariffsson,@AngelaTsaturian There was almost 3000 police out there. We went to our hotels peacefully.,1523909437932,,121268281.0,Waltham Forest
1.0,Mon Apr 16 20:10:42 +0000 2018,en,"London, England","Bromley, London, United Kingdom",padmepipkin,@janelixx @itvcorrie @SallyAnMatthews ? comedy gold,1523909442818,,3908394772.0,Bromley
1.0,Mon Apr 16 20:10:47 +0000 2018,en,,"Lambeth, London, United Kingdom",Niall_McGourty,? The Queen showing David Attenborough around her garden on @ITV has to be one of the most baffling and awkward pie https://t.co/tSbKUnL5aj,1523909447137,,89003197.0,Lambeth
1.0,Mon Apr 16 20:10:50 +0000 2018,en,London,"Merton, London, United Kingdom",md_villiers,@helengrantsays Yes amazing. Had I known I'd have searched for my Highgate Cemetery pics.,1523909450889,,1337519508.0,Merton
1.0,Mon Apr 16 20:10:54 +0000 2018,en,London,"Richmond, London, United Kingdom",IantheRose,DEAAADDDDDDDD ???? https://t.co/dkz0f9N5Uo,1523909454942,,99157645.0,Richmond upon Thames
1.0,Mon Apr 16 20:10:55 +0000 2018,en,Surrey UK,"51.50972222, -0.10444444",HollieOCModel,"Ditch the screen enjoy the moment
 ? @heatherh_makeup 
 ? @jl_occasionwear 
 ? @timcopsey 
 https://t.co/hXlZZ9aeRg",1523909455488,,2964560111.0,Southwark
1.0,Mon Apr 16 20:10:59 +0000 2018,en,"Londra, Inghilterra","51.5067, 0.0424",a_lbs,Windy Monday @ Royal Docks https://t.co/KHg6Ep5yRZ,1523909459531,,460117563.0,Newham
1.0,Mon Apr 16 20:11:01 +0000 2018,en,London UK,"51.5, -0.11666667",JezzaStace,Great times!! @ England https://t.co/EUSa6dgNvZ,1523909461847,,94284809.0,Lambeth
1.0,Mon Apr 16 20:11:03 +0000 2018,en,Ruislip,"Hillingdon, London, United Kingdom",Ruislipbee,@2tweetaboutit Fuck me is nowhere free from mosques ? !,1523909463914,,1702277677.0,Hillingdon
1.0,Mon Apr 16 20:11:05 +0000 2018,en,London,"Barnet, London, United Kingdom",gingerssnap,"Omg, yes to the resurrection of this always great long-running @Popjustice gag! https://t.co/MTubBq378t",1523909465305,,21911879.0,Barnet
1.0,Mon Apr 16 20:11:11 +0000 2018,en,,"Greenwich, London, United Kingdom",Brimbz,Best comedy that has ever happened. Ever https://t.co/00FHvjGTAL,1523909471434,,129903310.0,Greenwich
1.0,Mon Apr 16 20:11:12 +0000 2018,en,"England, United Kingdom","Enfield, London, United Kingdom",r16sby,"@brianmoore666 There is no explanation, it's crap.......in my humble opinion.",1523909472780,,175786339.0,Enfield
3.0,Mon Apr 16 20:11:17 +0000 2018,en,"London, England","Hackney, London, United Kingdom",EdwardWJSmith,"David Attenborough and Queen Elizabeth II might just be my favourite combination of people EVER! ??

#TheQueensGreenPlanet",1523909477517,,27911490.0,Hackney
1.0,Mon Apr 16 20:11:39 +0000 2018,en,London,"51.50711486, -0.12731805",itsdaveatkinson,Day 25 Just 5 days to go!!!!: In November 2016 I spent 30 days photographing the view from where https://t.co/iFFBIh9XFk,1523909499557,,274723006.0,Westminster
3.0,Mon Apr 16 20:11:41 +0000 2018,en,Wherever I lay my hat,"Hammersmith, London, United Kingdom",JohnnyScaletrix,@ImpastaSauce @AdamFlitcroft @deadmau5 Well I think your reply is dumb. You're obviously too dumb to understand wha https://t.co/CGjXovtXZE,1523909501526,,91162773.0,Hammersmith and Fulham
1.0,Mon Apr 16 20:11:51 +0000 2018,en,London via The World,"Croydon, London, United Kingdom",BabyfaceLau,"Good lord the animals in my area are on something! Today this squirrel started climbing up the house, it looked lik https://t.co/h32gAcJP9Y",1523909511646,,383151694.0,Croydon
1.0,Mon Apr 16 20:11:53 +0000 2018,en,,"Lambeth, London, United Kingdom",CarolineMacf,Relevant to anyone interested in #hypothecation as highlighted by our #responsibletax discussion this morning https://t.co/iJ10cp1qOX,1523909513841,,386137306.0,Lambeth
1.0,Mon Apr 16 20:12:08 +0000 2018,en,London,"Paddington, London, United Kingdom",dbf78,@OldLondonW14 great images from our neighbourhood. Do you have any photos of the old Lord Nelson pub on Masbro Road?,1523909528701,,19819463.0,Westminster
2.0,Mon Apr 16 20:12:09 +0000 2018,en,"London, England","Lewisham, London, United Kingdom",elliot_coombe,"Bet you never thought you'd be watching Liz and Dave talking about trees and absolutely loving it, did ya?!  #TheQueensGreenPlanet",1523909529504,,3435288675.0,Lewisham
2.0,Mon Apr 16 20:12:10 +0000 2018,en,,"Lewisham, London, United Kingdom",DanielCavero3,@davidschneider for those not tolerant we SPEAK more than 150 languages in LONDON,1523909530834,,2372941623.0,Lewisham
1.0,Mon Apr 16 20:12:10 +0000 2018,en,"London, UK","Vue Leicester Square, United Kingdom",StudiocanalUK,"Its full of family jokes, characters we love, characters we hate. I knew a lot of the reference points, so I coul https://t.co/CPgfQbsIKh",1523909530654,,160567660.0,Westminster
1.0,Mon Apr 16 20:12:11 +0000 2018,en,"South Bank, London","Lambeth, London, United Kingdom",islandwall,"Day trip to Zurich = 5 Ubers, 4 trains, 2 planes, a bus and a tram ? https://t.co/i2j7OCtkH9",1523909531533,,41616861.0,Lambeth
3.0,Mon Apr 16 20:12:14 +0000 2018,en,London,"Lambeth, London, United Kingdom",ishra,@_inside When installed I saw it post some errors about level 2 networking failure. There seems to be a retail and https://t.co/pdjH79jwnF,1523909534560,,5537792.0,Lambeth
2.0,Mon Apr 16 20:12:19 +0000 2018,und,London,"Barnet, London, United Kingdom",samkru,#Corbyn  #Syria @SussexFriends @GnasherJew https://t.co/RJPpvYdqqK,1523909539352,,47943652.0,Barnet
5.0,Mon Apr 16 20:12:25 +0000 2018,en,"Hackney, London","Hackney, London, United Kingdom",Beautsbecca_,"The names that the Kardashians name their children yeah ?. Dream, True",1523909545870,,166559637.0,Hackney
1.0,Mon Apr 16 20:12:30 +0000 2018,en,London,"51.6486092, -0.1693315",shelikestosing,#vonniesings @ The Healthy Touch https://t.co/iYMzHvig1a,1523909550349,,41325590.0,Barnet
